user,text,city,country,latitude,longitude
josefinagonnn,Me maato si la de matemáticas me hizo entrar a primera al pedo,N/A,N/A,N/A,N/A
HelenaReina3,Yo y las matemáticas https://t.co/dnnoe1BRY9,N/A,N/A,N/A,N/A
milabur,Buena noticia!: #Navarra incorpora las #STEM al ciclo educativo. https://t.co/2PMFU0vh0l  . #Educación #CuartaRevoluciónIndustrial,N/A,N/A,N/A,N/A
alexvillaaaar,Esto es mi examen de matemáticas esperándome el jueves. https://t.co/IAswkjHshm,N/A,N/A,N/A,N/A
Rinaret,@Currice Son las 7:25 en Chile... Y tengo una prueba de matemáticas que rendir :c,N/A,N/A,N/A,N/A
fespm_es,"Misterios en la Casa de los Tiros en Granada  #paseosmatematicos, Investigación en Historia del Arte usando las mat… https://t.co/HAhzeiKPKU",N/A,N/A,N/A,N/A
PatoDelDesierto,13 creo (las matemáticas no son mi  fuerte) jajajaja 😁😁 https://t.co/IwLzEiivDb,N/A,N/A,N/A,N/A
ofertazasbebe,"Aprovecha, Ábaco de Madera Juguete de Educativo Aprendizaje Matemáticas... por 4,98 euros.  https://t.co/2ky9gswpjZ",N/A,N/A,N/A,N/A
federicobaldeca,"La astrología pasó a ser una disciplina esotérica, una mezcla de observaciones matemáticas cuidadosas y un registro… https://t.co/rO2hBsTw7e",N/A,N/A,N/A,N/A
mirandagl2001,Ya me joderia tener que leerme un libro de 200 páginas en matemáticas 😂😂😭😭,N/A,N/A,N/A,N/A
amatjosep,Reseña: “Las matemáticas vigilan tu salud” de Clara Grima y Enrique F. Borja https://t.co/NrnJTC2A5q via @emulenews,N/A,N/A,N/A,N/A
marietemj8,"@larazon_es @ainhoa_mhoyos Es un no parar todo el dia en la hora del recreo, en matematicas. Si alguien lebanta la… https://t.co/T0MJrbyFb8",N/A,N/A,N/A,N/A
focusonkat,Tú sabes la pereza que me da estudiar fyq y matemáticas ahora,N/A,N/A,N/A,N/A
YamHopmeier,Son las 6:30 y lo estoy escuchando a Lea estudiar matemáticas.,N/A,N/A,N/A,N/A
LeoAguilasCA,mi maestro de matemáticas financieras es un amor💓😭,N/A,N/A,N/A,N/A
acertijos_atorm,Todos los nmeros con  cincos  https://t.co/YKangUyYcv,N/A,N/A,N/A,N/A
bdebellezaahre,la integradora de matemáticas es el viernes y con las chicas salimos ese día corte para aflojar la tristeza pq sabe… https://t.co/c2jziTyVxU,N/A,N/A,N/A,N/A
JuanNitu,@martinezmaillo @PPopular Unos pocos?  Más de 2.000.000 de ciudadanos. @martinezmaillo vuelve a clases de repaso de… https://t.co/x0tzKcjdyK,N/A,N/A,N/A,N/A
JulianOcio,"""Sino te vas a bañar te van a tomar el test de alcoholemia en vez del exámen de matemáticas"" genio paa",N/A,N/A,N/A,N/A
RauldelBarrio,¿Mindfulness en Matemáticas? ¡Sí se puede! https://t.co/aj8Gy0Epyz @educacion3_0,N/A,N/A,N/A,N/A
Aen1485,@ipekwa Porque soy evidentemente de letras y decían que iba a suspender. Yo quería tener una base de ciencias por s… https://t.co/c7fQLHnGLR,N/A,N/A,N/A,N/A
gustavo_1020,Me ha gustado un vídeo de @YouTube (https://t.co/thLCaE6XSw - Programacion lineal 02 BACHILLERATO matematicas selectividad).,N/A,N/A,N/A,N/A
AreaEstudiantis,"Profesor/a de Matemáticas, Física-Química y Biología –Geología para ESO (#Gijón): https://t.co/CWdSpYOMXP #ÚltimoDía",N/A,N/A,N/A,N/A
Eroka,"@abelleira7 sí, el desarrollo relativista de la teoría de Einstein combinada con las matemáticas modernas y pinceladas cuánticas, nos acerca",N/A,N/A,N/A,N/A
matematicascl,Acabo de ver Las cuatro etapas del cerebro para resolver problemas  matemáticos - Haga clic ver también ☛  https://t.co/pndDXy2RZF,N/A,N/A,N/A,N/A
purapravda,"@verotwit No creas. Hay quienes dicen que todas las ciencias, saberes y la realidad misma son, en realidad, matemát… https://t.co/UtqECt3i4v",N/A,N/A,N/A,N/A
David_ryt,"Resumen: Las matemáticas solo dan problemas. Y los problemas, si incluyen integrales chungas, peor que peor. 
#DeleJornadas17",N/A,N/A,N/A,N/A
UnaFanMasDel10_,La que tiene el mismo puntaje en inglés que en matemáticas jajajaja ni yo lo puedo creer.,N/A,N/A,N/A,N/A
poperulezz,"Tal vez haya una cantidad finita de oro en el mundo, pero Bitcoin es aún más matemático y regulado y nadie puede cambiar las matemáticas S.W",N/A,N/A,N/A,N/A
jonathan71b,Becas para pregrado en Matemáticas en University of California (Estados Unidos) https://t.co/i4uj18Pgl2,N/A,N/A,N/A,N/A
LacuadraU,Becas para pregrado en Matemáticas en University of California (Estados Unidos) https://t.co/rjrTWaLDJa,N/A,N/A,N/A,N/A
UnaFanMasDel10_,¿Alguien realmente puede creer que en lo que mejor me fue en el icfes fue en matemáticas? Jajsjsjajjs,N/A,N/A,N/A,N/A
Rodri_db_0101,"Me levante solo por la prueba de matemáticas, en dos panes matemática 11",N/A,N/A,N/A,N/A
twalmar,@EFBocardo @moigaren En la comisión de matemáticas  los que han elaborado los criterios son todos profesores,N/A,N/A,N/A,N/A
drinaferrer626,"Si las matematicas son exactas y Pitahoras no miente, tu eres el chico mas guapo de todo kl continente.",N/A,N/A,N/A,N/A
jbasalo1970,@JVinaras Aquí más desarrollado. https://t.co/md4okJDtA1,N/A,N/A,N/A,N/A
TraedBotffles,"-No hijo, yo a tu edad no era fan de Alvaro Ojeda, pero tampoco iba por la cuarta matrícula en matemáticas",N/A,N/A,N/A,N/A
blondhavmorefun,las matemáticas me persiguen y yo no tengo ni puta idea,N/A,N/A,N/A,N/A
trodain,También era historia de las matemáticas. Buen viajerrl https://t.co/2fu20CFTk6,N/A,N/A,N/A,N/A
CessarDiaaz,Mis distintos moods en Matemáticas #OTDirecto11N https://t.co/9nzjWLNDz7,N/A,N/A,N/A,N/A
maths4everthink,Un día matemático en @mudic_ciencia y lleno de grandes #ideas irresistibles de probar #innovacion #matematicas https://t.co/bzJ8DGFZhR,N/A,N/A,N/A,N/A
twalmar,@EFBocardo @moigaren Entonces cómo se atreve a decir que yo no podría ser acreditado como CU?  A qué dicen que no l… https://t.co/Pw5k5uO1B7,N/A,N/A,N/A,N/A
EFBocardo,@twalmar @moigaren Depende de sus méritos que no conozco. La gente de Matemáticas que conozco me dicen que no.,N/A,N/A,N/A,N/A
salchichaman,"Y yo que pensaba que desde 2014 hasta 2017 han pasado 3 años, debería repasarme un poco las matemáticas de puto par… https://t.co/6p1iuv5Tuk",N/A,N/A,N/A,N/A
ivanppinto,"@epm092190 @StalinOR @Lenin que bestia de entrega. A ver las matematicas 320mil para 4 y para 12, aprox a 7mil x me… https://t.co/uaIQQR8Qop",N/A,N/A,N/A,N/A
Romina36816814,Exonere matematicas la puta madre🤙🏻🤙🏻,N/A,N/A,N/A,N/A
JOSERFIGUEROA3,LAS LEYES DE LA VIDA SON MAS CLARAS Y PRECISAS QUE LAS DE LA MATEMATICAS. DA PENA QUE UNAS NOS HAN HECHO CAMINAR EN… https://t.co/OilrX2xL6M,United States,United States,N/A,N/A
AinoaRuiiz,"Esto de que piensas que te ha salido bien un ejercicio de matemáticas, miras el resultado y los apuntes me dicen: https://t.co/b6Onbha07w",N/A,N/A,N/A,N/A
mariete_10,Yo el martes en el examen de matemáticas :$ https://t.co/9XLbIzkHMz,N/A,N/A,N/A,N/A
yoloxokotl,Equipo de la CDMX gana Olimpiada de Matemáticas en NL https://t.co/3iRc2H4fdw,N/A,N/A,N/A,N/A
abru_totty,@bts_bighit Por ustedes me pongo las pilas en matemáticas 💕,N/A,N/A,N/A,N/A
dr_bonis,@wrojewski @seranodino Que el sistema de ingreso a facultades de medicina seleccione principalmente a chicas empoll… https://t.co/hXpxJJwNDz,N/A,N/A,N/A,N/A
FLDSMDFR15,"Cuando eres una bestia de las matemáticas, gracias abuelito 😏😏",N/A,N/A,N/A,N/A
FranciscoICMC,"@renatofrias_ Olá Renato, eu trabaho com Sistemas Complexos no Instittuto de Ciências Matemáticas e de Computação d… https://t.co/JlKF7wc9zJ",N/A,N/A,N/A,N/A
claudii_RM99,"Le paso una integral a alguien q estudia matemáticas y me la acaba resolviendo alguien q estudia una ingeniería, mu… https://t.co/kmC0qVzzfI",N/A,N/A,N/A,N/A
Textweets,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/M0RZ6dSv4B",N/A,N/A,N/A,N/A
hlizardo,"@bienvenidorv Esa suma da 51, eso quiere decir que a los Gigantes le ha conectado 7. Por simple matemáticas digo yo.",N/A,N/A,N/A,N/A
sabir_es,Técnicas para estudiar matemáticas                          https://t.co/Ot2MAQ414t,N/A,N/A,N/A,N/A
CoolTxacher,"@AlbxMiles, este @nojokesboutmath idiota es tu profesor de matemáticas.",N/A,N/A,N/A,N/A
carosantillan26,@CamiArevalo08 Y si boluda me pierdo una clase por estar acá y si entró a matemáticas te aseguro que él llega jajajaja,N/A,N/A,N/A,N/A
luispereira36,"A pesar que saque 3😓 en Matemáticas Financiera, salve la materia con 8😀, pero aun no la puedo sacar en mi lista de… https://t.co/sTn15Ns6ss",N/A,N/A,N/A,N/A
proyectosRams,Beneficios de las matemáticas. Por qué son importantes las matemáticas. | Matemática Positiva https://t.co/60tcAhcNP9,N/A,N/A,N/A,N/A
asoy_83,"Cosas que no entiendo:
—La química.
—La física.
—Las matemáticas.
—El porqué te fuiste de mi vida cuando más te necesitaba.",Salamanca,Mexico,N/A,N/A
OrianaMeezaa,Termino de desayunar y me pongo a hacer el trabajo de matematicas,N/A,N/A,N/A,N/A
maths4everthink,"Pues eso... infinitas #ideas en @mudic_ciencia 
LA #REVOLUCIÓN MATEMÁTICA ESTÁ A PUNTO DE LLEGAR #innovacion… https://t.co/WEQTbMk4wh",N/A,N/A,N/A,N/A
Shaw_wme,Sabes matemáticas?? — Si https://t.co/WIsB3MTwBE,N/A,N/A,N/A,N/A
oopsbrxd,"17_ No le gustan las matemáticas, se le dan horribles. Dice que hay dos tipos de persona: los que son buenos en len… https://t.co/fvITiCJdtd",N/A,N/A,N/A,N/A
edo_barrera,Con mi Campeona de Olimpiadas de Matemáticas. Eres una Crack hija… https://t.co/iWHUgSExy1,N/A,N/A,N/A,N/A
Ladysekh_70s,8. Odio los números y las matemáticas. Por eso me comí el 6 y el 7. Creo que tengo discalculia (dislexia con los nú… https://t.co/fKqYVeewH5,N/A,N/A,N/A,N/A
SERhistoria,"Esta noche en #SERHistoria

#Gioconda #Monalisa
#cronoficción de @carmensocias
#cronovisor con @jcallejo… https://t.co/1lJDSZMt5Y",N/A,N/A,N/A,N/A
ZandonaAriana,"Sos más falsa que el ""Si, entendí"" de la clase de matemáticas.",N/A,N/A,N/A,N/A
fespm_es,"Melilla, #paseosmatematicos con Julia Cárceles, que nos presenta el paseo con sus alumnos el día de las Matemáticas https://t.co/Ytg37ordyA",N/A,N/A,N/A,N/A
ADE_UNED,#GRADO #ADE #UNED #SEGUNDO Apuntes de Matemáticas Financieras https://t.co/86RdRkeZiC,N/A,N/A,N/A,N/A
Uber_Bolivia,¡Evítate las matemáticas! La app de Uber divide la tarifa automáticamente cuando lo necesitas. https://t.co/nc1OAzHP98,N/A,N/A,N/A,N/A
jmsreales,"""hemos de acostumbrarnos a penetrar siempre hasta la verdad íntima de las cosas""Descartes
https://t.co/x7hMXkVL2h… https://t.co/F9vHkXTgcG",N/A,N/A,N/A,N/A
syuloves,"como persona que estudió ambos solo quiero decir una cosa: aprendí pronto de física y matemáticas, pero hasta ahora… https://t.co/cjuGHGz2zB",N/A,N/A,N/A,N/A
BjouJabMpsIJiOv,"En serio  Matemáticas  interesante

#Spanish",N/A,N/A,N/A,N/A
etrairi,"@SuenKGift Es cierto @SuenKGift; aparentemente si, pero todo sigue un orden superior en la historia. Conoces las ""M… https://t.co/rURJx6SjrX",N/A,N/A,N/A,N/A
_jjimenez,Mi amigo @PachecoJAM  siempre dándole al... coco. Yo creo que estudiar matemáticas nos afectó más de lo que pensamo… https://t.co/5a7qI64FYe,N/A,N/A,N/A,N/A
maguilargt,Sangakoo quiere expandir el aprendizaje de matemáticas con una aula virtual https://t.co/mBnyPUdCZO,N/A,N/A,N/A,N/A
amaaai_,Quiero volver a mi infancia donde las matemáticas no tenían letras porque he llegado a un punto donde no tienen ni números.,N/A,N/A,N/A,N/A
Romina36816814,Exonere matematicas la puta madre🤙🏻🤙🏻,N/A,N/A,N/A,N/A
JOSERFIGUEROA3,LAS LEYES DE LA VIDA SON MAS CLARAS Y PRECISAS QUE LAS DE LA MATEMATICAS. DA PENA QUE UNAS NOS HAN HECHO CAMINAR EN… https://t.co/OilrX2xL6M,United States,United States,N/A,N/A
AinoaRuiiz,"Esto de que piensas que te ha salido bien un ejercicio de matemáticas, miras el resultado y los apuntes me dicen: https://t.co/b6Onbha07w",N/A,N/A,N/A,N/A
mariete_10,Yo el martes en el examen de matemáticas :$ https://t.co/9XLbIzkHMz,N/A,N/A,N/A,N/A
yoloxokotl,Equipo de la CDMX gana Olimpiada de Matemáticas en NL https://t.co/3iRc2H4fdw,N/A,N/A,N/A,N/A
abru_totty,@bts_bighit Por ustedes me pongo las pilas en matemáticas 💕,N/A,N/A,N/A,N/A
dr_bonis,@wrojewski @seranodino Que el sistema de ingreso a facultades de medicina seleccione principalmente a chicas empoll… https://t.co/hXpxJJwNDz,N/A,N/A,N/A,N/A
FLDSMDFR15,"Cuando eres una bestia de las matemáticas, gracias abuelito 😏😏",N/A,N/A,N/A,N/A
FranciscoICMC,"@renatofrias_ Olá Renato, eu trabaho com Sistemas Complexos no Instittuto de Ciências Matemáticas e de Computação d… https://t.co/JlKF7wc9zJ",N/A,N/A,N/A,N/A
claudii_RM99,"Le paso una integral a alguien q estudia matemáticas y me la acaba resolviendo alguien q estudia una ingeniería, mu… https://t.co/kmC0qVzzfI",N/A,N/A,N/A,N/A
Textweets,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/M0RZ6dSv4B",N/A,N/A,N/A,N/A
hlizardo,"@bienvenidorv Esa suma da 51, eso quiere decir que a los Gigantes le ha conectado 7. Por simple matemáticas digo yo.",N/A,N/A,N/A,N/A
sabir_es,Técnicas para estudiar matemáticas                          https://t.co/Ot2MAQ414t,N/A,N/A,N/A,N/A
CoolTxacher,"@AlbxMiles, este @nojokesboutmath idiota es tu profesor de matemáticas.",N/A,N/A,N/A,N/A
carosantillan26,@CamiArevalo08 Y si boluda me pierdo una clase por estar acá y si entró a matemáticas te aseguro que él llega jajajaja,N/A,N/A,N/A,N/A
luispereira36,"A pesar que saque 3😓 en Matemáticas Financiera, salve la materia con 8😀, pero aun no la puedo sacar en mi lista de… https://t.co/sTn15Ns6ss",N/A,N/A,N/A,N/A
proyectosRams,Beneficios de las matemáticas. Por qué son importantes las matemáticas. | Matemática Positiva https://t.co/60tcAhcNP9,N/A,N/A,N/A,N/A
asoy_83,"Cosas que no entiendo:
—La química.
—La física.
—Las matemáticas.
—El porqué te fuiste de mi vida cuando más te necesitaba.",Salamanca,Mexico,N/A,N/A
OrianaMeezaa,Termino de desayunar y me pongo a hacer el trabajo de matematicas,N/A,N/A,N/A,N/A
maths4everthink,"Pues eso... infinitas #ideas en @mudic_ciencia 
LA #REVOLUCIÓN MATEMÁTICA ESTÁ A PUNTO DE LLEGAR #innovacion… https://t.co/WEQTbMk4wh",N/A,N/A,N/A,N/A
Shaw_wme,Sabes matemáticas?? — Si https://t.co/WIsB3MTwBE,N/A,N/A,N/A,N/A
oopsbrxd,"17_ No le gustan las matemáticas, se le dan horribles. Dice que hay dos tipos de persona: los que son buenos en len… https://t.co/fvITiCJdtd",N/A,N/A,N/A,N/A
edo_barrera,Con mi Campeona de Olimpiadas de Matemáticas. Eres una Crack hija… https://t.co/iWHUgSExy1,N/A,N/A,N/A,N/A
Ladysekh_70s,8. Odio los números y las matemáticas. Por eso me comí el 6 y el 7. Creo que tengo discalculia (dislexia con los nú… https://t.co/fKqYVeewH5,N/A,N/A,N/A,N/A
SERhistoria,"Esta noche en #SERHistoria

#Gioconda #Monalisa
#cronoficción de @carmensocias
#cronovisor con @jcallejo… https://t.co/1lJDSZMt5Y",N/A,N/A,N/A,N/A
ZandonaAriana,"Sos más falsa que el ""Si, entendí"" de la clase de matemáticas.",N/A,N/A,N/A,N/A
fespm_es,"Melilla, #paseosmatematicos con Julia Cárceles, que nos presenta el paseo con sus alumnos el día de las Matemáticas https://t.co/Ytg37ordyA",N/A,N/A,N/A,N/A
ADE_UNED,#GRADO #ADE #UNED #SEGUNDO Apuntes de Matemáticas Financieras https://t.co/86RdRkeZiC,N/A,N/A,N/A,N/A
Uber_Bolivia,¡Evítate las matemáticas! La app de Uber divide la tarifa automáticamente cuando lo necesitas. https://t.co/nc1OAzHP98,N/A,N/A,N/A,N/A
jmsreales,"""hemos de acostumbrarnos a penetrar siempre hasta la verdad íntima de las cosas""Descartes
https://t.co/x7hMXkVL2h… https://t.co/F9vHkXTgcG",N/A,N/A,N/A,N/A
syuloves,"como persona que estudió ambos solo quiero decir una cosa: aprendí pronto de física y matemáticas, pero hasta ahora… https://t.co/cjuGHGz2zB",N/A,N/A,N/A,N/A
BjouJabMpsIJiOv,"En serio  Matemáticas  interesante

#Spanish",N/A,N/A,N/A,N/A
etrairi,"@SuenKGift Es cierto @SuenKGift; aparentemente si, pero todo sigue un orden superior en la historia. Conoces las ""M… https://t.co/rURJx6SjrX",N/A,N/A,N/A,N/A
_jjimenez,Mi amigo @PachecoJAM  siempre dándole al... coco. Yo creo que estudiar matemáticas nos afectó más de lo que pensamo… https://t.co/5a7qI64FYe,N/A,N/A,N/A,N/A
maguilargt,Sangakoo quiere expandir el aprendizaje de matemáticas con una aula virtual https://t.co/mBnyPUdCZO,N/A,N/A,N/A,N/A
amaaai_,Quiero volver a mi infancia donde las matemáticas no tenían letras porque he llegado a un punto donde no tienen ni números.,N/A,N/A,N/A,N/A
cyberoswald,"No, solo lo entenderán los que tienen un doble grado en Música y Matemáticas. 👌 https://t.co/ZRm1nnW8SQ",N/A,N/A,N/A,N/A
MASolerNeira,"@carlescouso @bpberta No acatarla no lo es, claro que no, conculcarla desde una institución en este caso sí podría… https://t.co/x1dcZf7QSj",N/A,N/A,N/A,N/A
oriolcaro,Reseña: “Las matemáticas vigilan tu salud” de Clara Grima y Enrique F. Borja https://t.co/KydVZEdoOV #ciencia #libros,N/A,N/A,N/A,N/A
Franco_E_Vicens,"11/11/2017, hace seis años estaba compitiendo en el nacional de Olimpíadas Matemáticas. #BuenosMomentos",N/A,N/A,N/A,N/A
Julianmmag,Trabajamos manipulando para aprender matemáticas!! https://t.co/anJLjtGeJn,N/A,N/A,N/A,N/A
Artkeller7,"@isildur1poker En todas las disciplinas encuentras a gente muy inteligente la cual destaca (física, teoría económica , matemáticas.. etc)",N/A,N/A,N/A,N/A
Garr_javiera,"Las matemáticas!! cuadráticas, derivadas, raíces, y todo lo que tenga numeros y letras juntas 😂😝😭😭😭#CosasQueNoDomino",N/A,N/A,N/A,N/A
SERhistoria,"Esta noche en #SERHistoria

#Gioconda #Monalisa
#cronoficción de @carmensocias
#cronovisor con @jcallejo007… https://t.co/7iUvgqgiZX",N/A,N/A,N/A,N/A
NataliVellejos,"Llego a mi casa y me están esperando trabajos de pasantías, prefiero quedarme en matemáticas",N/A,N/A,N/A,N/A
lovexpepe,@estebandelcampo diciendole a los fans carlucho no se resignen es yo diciendo voy a aprobar matematicas ... daleee https://t.co/oyZXAb8xAm,La Plata,Argentina,N/A,N/A
Argenttty,"La solución de los problemas esta en el propio problema, o eso dicen las matemáticas muggles https://t.co/JY2yNm6An4",N/A,N/A,N/A,N/A
SantiGarciaCC,"Raíz de 5 - Los límites en matemáticas y los límites del humor - 11/11/17, Raíz de 5 - RTVE.es A la Carta https://t.co/58gviOXX2R vía @rtve",N/A,N/A,N/A,N/A
hugsmolfese,"Yo en matemáticas:
@kndmolfese https://t.co/C6UX3o3Tv4",N/A,N/A,N/A,N/A
FranjaCultural,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/nqcKT3cGLF",N/A,N/A,N/A,N/A
edsimon11,Así como cuando las matemáticas no son lo tuyo y sales más temprano de lo que deberías de casa por un mal cálculo. https://t.co/Tqkjph21DH,N/A,N/A,N/A,N/A
Romina36816814,Exonere matematicas la puta madre🤙🏻🤙🏻,N/A,N/A,N/A,N/A
JOSERFIGUEROA3,LAS LEYES DE LA VIDA SON MAS CLARAS Y PRECISAS QUE LAS DE LA MATEMATICAS. DA PENA QUE UNAS NOS HAN HECHO CAMINAR EN… https://t.co/OilrX2xL6M,United States,United States,N/A,N/A
AinoaRuiiz,"Esto de que piensas que te ha salido bien un ejercicio de matemáticas, miras el resultado y los apuntes me dicen: https://t.co/b6Onbha07w",N/A,N/A,N/A,N/A
mariete_10,Yo el martes en el examen de matemáticas :$ https://t.co/9XLbIzkHMz,N/A,N/A,N/A,N/A
yoloxokotl,Equipo de la CDMX gana Olimpiada de Matemáticas en NL https://t.co/3iRc2H4fdw,N/A,N/A,N/A,N/A
abru_totty,@bts_bighit Por ustedes me pongo las pilas en matemáticas 💕,N/A,N/A,N/A,N/A
dr_bonis,@wrojewski @seranodino Que el sistema de ingreso a facultades de medicina seleccione principalmente a chicas empoll… https://t.co/hXpxJJwNDz,N/A,N/A,N/A,N/A
FLDSMDFR15,"Cuando eres una bestia de las matemáticas, gracias abuelito 😏😏",N/A,N/A,N/A,N/A
FranciscoICMC,"@renatofrias_ Olá Renato, eu trabaho com Sistemas Complexos no Instittuto de Ciências Matemáticas e de Computação d… https://t.co/JlKF7wc9zJ",N/A,N/A,N/A,N/A
claudii_RM99,"Le paso una integral a alguien q estudia matemáticas y me la acaba resolviendo alguien q estudia una ingeniería, mu… https://t.co/kmC0qVzzfI",N/A,N/A,N/A,N/A
Textweets,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/M0RZ6dSv4B",N/A,N/A,N/A,N/A
hlizardo,"@bienvenidorv Esa suma da 51, eso quiere decir que a los Gigantes le ha conectado 7. Por simple matemáticas digo yo.",N/A,N/A,N/A,N/A
sabir_es,Técnicas para estudiar matemáticas                          https://t.co/Ot2MAQ414t,N/A,N/A,N/A,N/A
CoolTxacher,"@AlbxMiles, este @nojokesboutmath idiota es tu profesor de matemáticas.",N/A,N/A,N/A,N/A
carosantillan26,@CamiArevalo08 Y si boluda me pierdo una clase por estar acá y si entró a matemáticas te aseguro que él llega jajajaja,N/A,N/A,N/A,N/A
luispereira36,"A pesar que saque 3😓 en Matemáticas Financiera, salve la materia con 8😀, pero aun no la puedo sacar en mi lista de… https://t.co/sTn15Ns6ss",N/A,N/A,N/A,N/A
proyectosRams,Beneficios de las matemáticas. Por qué son importantes las matemáticas. | Matemática Positiva https://t.co/60tcAhcNP9,N/A,N/A,N/A,N/A
asoy_83,"Cosas que no entiendo:
—La química.
—La física.
—Las matemáticas.
—El porqué te fuiste de mi vida cuando más te necesitaba.",Salamanca,Mexico,N/A,N/A
nicolargacha,Parece que siguen con “problemas de matematicas los muchachos” https://t.co/sRr20QW5av,N/A,N/A,N/A,N/A
karoloRafael,@ierrejon De matemáticas andas malllll. Y de sentido común .... peor. Lo de creer que todo el mundo es tonto......… https://t.co/VXOWhTSmA5,N/A,N/A,N/A,N/A
palkatiao,"#CosasQueNoDomino las matemáticas q no sean las 4 operaciones
Por geometría, ecuaciones y álgebra cagué en media y… https://t.co/rfthqvvwVU",N/A,N/A,N/A,N/A
dybalamyjewel,Pusieron en el grupo de mi colegio que hoy hay taller de matemáticas PERO ME CHUPA UN HUEVO PORQUE HOY JUEGA ARGENTINA AMIGIS,N/A,N/A,N/A,N/A
CIPenacorada,El crack de las matemáticas de 6 años que ha pasado 5 de ellos en el hospital https://t.co/icnYSSIsoC vía @abc_es,N/A,N/A,N/A,N/A
DelegacionEPS,"¿Cómo podemos solucionar el problema de las academias, por ej. si nos exigen en primero de carrera un nivel de mate… https://t.co/nCmFjyqFm9",N/A,N/A,N/A,N/A
MamsSolas,https://t.co/I9rVXGWFBl https://t.co/HImxdthl5L,N/A,N/A,N/A,N/A
sanz_ismael,"El efecto de los estereotipos en la diferencia de resultados en matemáticas entre alumnos y alumnas. Carlana, Bocco… https://t.co/Hm7dRPdXzH",N/A,N/A,N/A,N/A
BecaColombianos,Estados Unidos: Becas Para Pregrado en Matemáticas UCLA  https://t.co/8xtaWblnCl,N/A,N/A,N/A,N/A
MileRivarola_,"hoy voy a ir a particular de matemáticas, no sé para qué si igual me la voy a llevar",N/A,N/A,N/A,N/A
Erikinhah_C,@ProENEMOficial Eu não entendi a relação do MRU e do MRUV com funçoes matemáticas. Pode me explicar? #EuvoudeProEnem,N/A,N/A,N/A,N/A
umana0914,"@eduardito38tito recuerdo a alberto soto,de biologia humberto cabezas de matematicas,y a pelo de coco de estetica,a pardo de const ,civiles.",N/A,N/A,N/A,N/A
cris_suarez14,"Sol te hubieran echo caso, me saque un 2 en matemáticas ME RE GARCHO EL GIL (todavía no lo supero)",N/A,N/A,N/A,N/A
solrochaok1,Matemáticas salvada ‼️,N/A,N/A,N/A,N/A
Sweats_me,En materias como Matemáticas esforzarse los primeros 2 cortes es el negocio. Puede sonar mediocre y todo pero con u… https://t.co/DORLEplnOM,N/A,N/A,N/A,N/A
choquerax,"@balkraix Me encanta las matemáticas y se me dan genial, ha quién culpo o agradezco?",N/A,N/A,N/A,N/A
cyberoswald,"No, solo lo entenderán los que tienen un doble grado en Música y Matemáticas. 👌 https://t.co/ZRm1nnW8SQ",N/A,N/A,N/A,N/A
MASolerNeira,"@carlescouso @bpberta No acatarla no lo es, claro que no, conculcarla desde una institución en este caso sí podría… https://t.co/x1dcZf7QSj",N/A,N/A,N/A,N/A
oriolcaro,Reseña: “Las matemáticas vigilan tu salud” de Clara Grima y Enrique F. Borja https://t.co/KydVZEdoOV #ciencia #libros,N/A,N/A,N/A,N/A
Franco_E_Vicens,"11/11/2017, hace seis años estaba compitiendo en el nacional de Olimpíadas Matemáticas. #BuenosMomentos",N/A,N/A,N/A,N/A
Julianmmag,Trabajamos manipulando para aprender matemáticas!! https://t.co/anJLjtGeJn,N/A,N/A,N/A,N/A
Artkeller7,"@isildur1poker En todas las disciplinas encuentras a gente muy inteligente la cual destaca (física, teoría económica , matemáticas.. etc)",N/A,N/A,N/A,N/A
Garr_javiera,"Las matemáticas!! cuadráticas, derivadas, raíces, y todo lo que tenga numeros y letras juntas 😂😝😭😭😭#CosasQueNoDomino",N/A,N/A,N/A,N/A
SERhistoria,"Esta noche en #SERHistoria

#Gioconda #Monalisa
#cronoficción de @carmensocias
#cronovisor con @jcallejo007… https://t.co/7iUvgqgiZX",N/A,N/A,N/A,N/A
NataliVellejos,"Llego a mi casa y me están esperando trabajos de pasantías, prefiero quedarme en matemáticas",N/A,N/A,N/A,N/A
lovexpepe,@estebandelcampo diciendole a los fans carlucho no se resignen es yo diciendo voy a aprobar matematicas ... daleee https://t.co/oyZXAb8xAm,La Plata,Argentina,N/A,N/A
Argenttty,"La solución de los problemas esta en el propio problema, o eso dicen las matemáticas muggles https://t.co/JY2yNm6An4",N/A,N/A,N/A,N/A
SantiGarciaCC,"Raíz de 5 - Los límites en matemáticas y los límites del humor - 11/11/17, Raíz de 5 - RTVE.es A la Carta https://t.co/58gviOXX2R vía @rtve",N/A,N/A,N/A,N/A
hugsmolfese,"Yo en matemáticas:
@kndmolfese https://t.co/C6UX3o3Tv4",N/A,N/A,N/A,N/A
FranjaCultural,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/nqcKT3cGLF",N/A,N/A,N/A,N/A
edsimon11,Así como cuando las matemáticas no son lo tuyo y sales más temprano de lo que deberías de casa por un mal cálculo. https://t.co/Tqkjph21DH,N/A,N/A,N/A,N/A
